driver_trip,Move_Up_this_percent,Move_to_this_percentile
301_137,-25,0
301_154,1,0
301_171,1,0
301_172,3,0
301_174,-25,0
301_175,-25,0
301_187,-25,0
301_199,40,0
3010_5,1,0
3010_7,1,0
3010_12,40,0
3010_13,-35,0
3010_14,-25,0
3010_15,1,0
3010_21,-25,0
3010_22,-25,0
3010_23,-25,0
3010_29,-25,0
3010_33,3,0
3010_35,1,0
3010_37,3,0
3010_40,30,0
3010_49,-25,0
3010_57,-25,0
3010_60,-25,0
3010_62,-35,0
3010_63,30,0
3010_66,30,0
3010_68,-25,0
3010_69,-35,0
3010_72,40,0
3010_74,-35,0
3010_75,30,0
3010_76,-25,0
3010_78,3,0
3010_82,10,0
3010_85,-25,0
3010_94,3,0
3010_95,-35,0
3010_97,-25,0
3010_98,-25,0
3010_107,-25,0
3010_111,-30,0
3010_114,3,0
3010_115,1,0
3010_118,75,0
3010_119,-25,0
3010_134,1,0
3010_138,75,0
3010_139,-25,0
3010_152,1,0
3010_154,-30,0
3010_156,-25,0
3010_166,10,0
3010_169,-25,0
3010_170,-25,0
3010_174,3,0
3010_177,3,0
3010_180,-25,0
3010_182,-25,0
3010_184,-25,0
3010_191,-35,0
3010_196,-25,0
3011_5,-30,0
3011_21,-25,0
3011_23,1,0
3011_24,-25,0
3011_28,-30,0
3011_36,-35,0
3011_45,-30,0
3011_48,30,0
3011_49,1,0
3011_51,3,0
3011_52,-25,0
3011_57,-25,0
3011_58,-25,0
3011_68,-25,0
3011_72,-25,0
3011_76,-25,0
3011_83,-25,0
3011_90,30,0
3011_100,-25,0
3011_103,-25,0
3011_109,3,0
3011_122,-25,0
3011_123,30,0
3011_134,-25,0
3011_135,3,0
3011_151,-25,0
3011_163,-30,0
3011_176,3,0
3011_190,3,0
3011_191,-35,0
3012_5,-35,0
3012_12,3,0
3012_16,30,0
3012_18,-35,0
3012_20,-25,0
3012_25,-35,0
3012_27,-30,0
3012_28,-25,0
3012_33,30,0
3012_35,-35,0
3012_41,-30,0
3012_42,-25,0
3012_44,-25,0
3012_49,-35,0
3012_61,-25,0
3012_66,-35,0
3012_67,3,0
3012_76,3,0
3012_77,3,0
3012_81,3,0
3012_85,-35,0
3012_96,-30,0
3012_97,40,0
3012_101,-35,0
3012_109,-30,0
3012_110,-25,0
3012_115,1,0
3012_119,-35,0
3012_120,1,0
3012_121,-25,0
3012_128,-30,0
3012_132,10,0
3012_139,-25,0
3012_151,-35,0
3012_153,3,0
3012_155,10,0
3012_158,3,0
3012_163,-30,0
3012_168,-25,0
3012_171,-35,0
3012_174,10,0
3012_191,-35,0
3012_197,-35,0
3013_3,-30,0
3013_8,-35,0
3013_11,-25,0
3013_16,-35,0
3013_19,3,0
3013_21,-25,0
3013_28,10,0
3013_34,-30,0
3013_37,-30,0
3013_38,40,0
3013_39,-25,0
3013_40,1,0
3013_41,-25,0
3013_42,-25,0
3013_45,-30,0
3013_46,-25,0
3013_47,-30,0
3013_53,-25,0
3013_57,-25,0
3013_62,-30,0
3013_72,-25,0
3013_74,10,0
3013_76,40,0
3013_82,-25,0
3013_91,10,0
3013_93,30,0
3013_95,-30,0
3013_99,3,0
3013_102,10,0
3013_121,3,0
3013_128,-30,0
3013_131,-25,0
3013_134,30,0
3013_135,3,0
3013_136,-30,0
3013_151,40,0
3013_154,3,0
3013_156,3,0
3013_165,3,0
3013_175,3,0
3013_179,3,0
3013_183,-25,0
3013_187,-25,0
3013_188,-25,0
3013_190,75,0
3013_195,10,0
3014_7,1,0
3014_11,-25,0
3014_12,-35,0
3014_15,3,0
3014_20,30,0
3014_34,30,0
3014_38,-25,0
3014_39,30,0
3014_40,3,0
3014_45,-35,0
3014_51,-25,0
3014_68,3,0
3014_71,-25,0
3014_79,3,0
3014_88,-25,0
3014_92,-30,0
3014_99,-35,0
3014_112,3,0
3014_116,-25,0
3014_125,3,0
3014_132,-35,0
3014_146,-25,0
3014_156,-25,0
3014_158,3,0
3014_160,-25,0
3014_164,1,0
3014_167,3,0
3014_172,-30,0
3014_176,-35,0
3014_185,10,0
3014_187,-25,0
3014_190,1,0
3014_191,-35,0
3014_193,-35,0
3014_195,3,0
3014_196,-25,0
3014_198,-25,0
3014_200,3,0
3015_9,75,0
3015_22,75,0
3015_33,-25,0
3015_38,1,0
3015_44,30,0
3015_48,30,0
3015_50,-25,0
3015_58,3,0
3015_59,3,0
3015_64,-35,0
3015_72,30,0
3015_88,3,0
3015_103,75,0
3015_146,40,0
3015_150,3,0
3015_152,30,0
3015_154,10,0
3015_160,3,0
3015_163,-25,0
3015_165,75,0
3015_177,-35,0
3015_182,10,0
3015_187,-25,0
3015_190,-25,0
3015_196,10,0
3016_1,-25,0
3016_20,-35,0
3016_24,-35,0
3016_28,1,0
3016_35,-25,0
3016_49,30,0
3016_72,-25,0
3016_76,40,0
3016_84,3,0
3016_85,-25,0
3016_88,-25,0
3016_106,3,0
3016_112,-25,0
3016_117,-35,0
3016_124,1,0
3016_125,75,0
3016_145,40,0
3016_153,1,0
3016_176,30,0
3016_178,30,0
3016_182,75,0
3017_2,-25,0
3017_4,-35,0
3017_5,30,0
3017_13,-25,0
3017_15,-25,0
3017_21,-25,0
3017_23,-25,0
3017_30,-35,0
3017_34,-35,0
3017_38,1,0
3017_39,-25,0
3017_40,-30,0
3017_46,-35,0
3017_48,-30,0
3017_51,-25,0
3017_53,-25,0
3017_100,-25,0
3017_105,30,0
3017_110,-25,0
3017_122,-35,0
3017_123,-35,0
3017_128,-25,0
3017_132,-25,0
3017_142,-35,0
3017_166,-25,0
3017_170,-35,0
3017_182,-25,0
3017_199,10,0
3018_4,-25,0
3018_10,3,0
3018_18,-35,0
3018_29,-25,0
3018_39,-30,0
3018_43,-35,0
3018_44,3,0
3018_47,30,0
3018_50,3,0
3018_53,-25,0
3018_57,-25,0
3018_61,30,0
3018_64,40,0
3018_68,40,0
3018_70,-25,0
3018_83,-35,0
3018_93,1,0
3018_114,-35,0
3018_116,-30,0
3018_118,3,0
3018_127,3,0
3018_139,-25,0
3018_140,1,0
3018_170,-25,0
3018_171,-25,0
3018_178,-25,0
3018_179,-25,0
3018_186,3,0
3018_194,-30,0
3018_199,-25,0
3019_20,-25,0
3019_24,-25,0
3019_39,-35,0
3019_40,3,0
3019_41,1,0
3019_47,-25,0
3019_48,-25,0
3019_54,-35,0
3019_70,-25,0
3019_71,-25,0
3019_74,-35,0
3019_77,-35,0
3019_79,-25,0
3019_95,-25,0
3019_104,-25,0
3019_110,-25,0
3019_120,1,0
3019_122,3,0
3019_125,-25,0
3019_128,-25,0
3019_133,-25,0
3019_138,3,0
3019_142,-25,0
3019_148,3,0
3019_155,-25,0
3019_172,-25,0
3019_175,-35,0
3019_177,-25,0
3019_187,-25,0
3019_200,-25,0
302_8,30,0
302_11,30,0
302_14,-30,0
302_18,-25,0
302_19,-30,0
302_24,-35,0
302_25,-25,0
302_27,3,0
302_33,-25,0
302_34,1,0
302_37,-30,0
302_38,-25,0
302_44,-30,0
302_47,1,0
302_49,40,0
302_50,-25,0
302_67,-25,0
302_70,-35,0
302_73,-25,0
302_76,3,0
302_85,-25,0
302_90,-25,0
302_91,-35,0
302_94,40,0
302_96,30,0
302_111,-30,0
302_115,-30,0
302_119,-25,0
302_122,-25,0
302_125,40,0
302_129,30,0
302_136,-35,0
302_139,30,0
302_140,1,0
302_146,1,0
302_148,3,0
302_150,3,0
302_151,30,0
302_152,-25,0
302_154,-25,0
302_160,3,0
302_167,-25,0
302_171,-25,0
302_176,40,0
302_182,-25,0
302_183,10,0
302_186,3,0
3020_4,3,0
3020_10,1,0
3020_11,30,0
3020_12,-25,0
3020_16,-25,0
3020_20,30,0
3020_23,-35,0
3020_27,-25,0
3020_29,-25,0
3020_31,3,0
3020_32,3,0
3020_33,-30,0
3020_34,-35,0
3020_36,-25,0
3020_38,40,0
3020_42,-35,0
3020_45,-25,0
3020_47,-25,0
3020_48,10,0
3020_49,-35,0
3020_50,30,0
3020_52,-25,0
3020_57,1,0
3020_61,30,0
3020_64,75,0
3020_66,-25,0
3020_74,-30,0
3020_82,3,0
3020_86,10,0
3020_87,-25,0
3020_92,-25,0
3020_100,-25,0
3020_103,3,0
3020_107,-30,0
3020_108,-25,0
3020_112,1,0
3020_113,40,0
3020_121,-25,0
3020_123,-25,0
3020_126,-25,0
3020_129,-25,0
3020_149,-25,0
3020_151,-35,0
3020_153,-35,0
3020_159,-30,0
3020_165,-25,0
3020_167,-30,0
3020_171,-45,0
3020_174,-25,0
3020_178,-25,0
3020_179,-35,0
3020_180,-30,0
3020_181,-30,0
3020_186,-25,0
3020_189,30,0
3020_191,-25,0
3020_193,-25,0
3020_197,-25,0
3020_200,1,0
3021_5,3,0
3021_7,40,0
3021_24,-25,0
3021_25,-25,0
3021_27,40,0
3021_37,-35,0
3021_45,-35,0
3021_47,-45,0
3021_50,-30,0
3021_56,3,0
3021_60,-25,0
3021_63,-35,0
3021_68,-30,0
3021_71,3,0
3021_78,-25,0
3021_82,75,0
3021_84,-30,0
3021_94,-35,0
3021_97,-25,0
3021_103,-35,0
3021_107,3,0
3021_113,-30,0
3021_117,-25,0
3021_119,-25,0
3021_124,-25,0
3021_129,-30,0
3021_135,-35,0
3021_138,-25,0
3021_145,-30,0
3021_147,30,0
3021_148,-35,0
3021_149,-35,0
3021_151,-25,0
3021_157,3,0
3021_162,-25,0
3021_165,-25,0
3021_178,10,0
3021_179,-30,0
3021_181,1,0
3021_183,1,0
3021_189,3,0
3022_7,-25,0
3022_11,-25,0
3022_13,-25,0
3022_17,-25,0
3022_24,-25,0
3022_41,3,0
3022_44,3,0
3022_47,40,0
3022_50,3,0
3022_68,-35,0
3022_76,-25,0
3022_81,1,0
3022_94,-30,0
3022_99,-25,0
3022_102,-35,0
3022_108,-25,0
3022_117,-35,0
3022_132,-30,0
3022_134,-30,0
3022_135,-30,0
3022_137,-25,0
3022_140,-30,0
3022_141,30,0
3022_142,40,0
3022_147,-30,0
3022_156,75,0
3022_158,3,0
3022_160,-25,0
3022_172,-25,0
3022_173,-25,0
3022_175,3,0
3022_177,3,0
3022_180,-25,0
3022_184,-30,0
3022_188,-30,0
3022_194,-25,0
3023_1,-25,0
3023_8,-25,0
3023_15,-30,0
3023_16,-25,0
3023_21,1,0
3023_22,3,0
3023_23,30,0
3023_25,-25,0
3023_35,-25,0
3023_37,1,0
3023_39,10,0
3023_40,-25,0
3023_41,1,0
3023_44,-30,0
3023_49,-25,0
3023_52,-30,0
3023_54,-35,0
3023_60,-35,0
3023_71,30,0
3023_74,30,0
3023_75,-25,0
3023_76,10,0
3023_81,-35,0
3023_82,-25,0
3023_84,30,0
3023_85,-25,0
3023_86,75,0
3023_87,75,0
3023_88,1,0
3023_90,-25,0
3023_94,-25,0
3023_97,75,0
3023_100,-25,0
3023_102,30,0
3023_104,3,0
3023_108,-25,0
3023_112,-25,0
3023_113,-30,0
3023_115,-25,0
3023_116,10,0
3023_120,1,0
3023_125,1,0
3023_130,-25,0
3023_135,1,0
3023_136,-25,0
3023_138,-30,0
3023_143,-25,0
3023_148,3,0
3023_151,-35,0
3023_154,-25,0
3023_155,75,0
3023_156,-25,0
3023_164,-30,0
3023_168,-35,0
3023_171,40,0
3023_174,-25,0
3023_175,75,0
3023_176,-30,0
3023_178,-25,0
3023_181,-30,0
3023_182,-30,0
3023_183,-30,0
3024_2,-25,0
3024_3,75,0
3024_6,10,0
3024_9,-30,0
3024_16,-35,0
3024_17,-25,0
3024_25,-25,0
3024_28,-25,0
3024_29,-25,0
3024_30,-30,0
3024_33,10,0
3024_34,1,0
3024_36,-25,0
3024_41,-25,0
3024_42,-25,0
3024_43,10,0
3024_44,-35,0
3024_52,-45,0
3024_54,-25,0
3024_56,-25,0
3024_58,-35,0
3024_62,3,0
3024_74,30,0
3024_75,-30,0
3024_79,-25,0
3024_86,-25,0
3024_91,10,0
3024_94,1,0
3024_101,30,0
3024_102,-25,0
3024_104,1,0
3024_106,-25,0
3024_107,1,0
3024_108,-25,0
3024_109,-30,0
3024_110,-25,0
3024_112,75,0
3024_115,-25,0
3024_116,3,0
3024_117,-25,0
3024_119,-25,0
3024_120,-25,0
3024_121,-25,0
3024_122,-25,0
3024_125,-30,0
3024_128,-35,0
3024_129,1,0
3024_135,-25,0
3024_137,-25,0
3024_139,30,0
3024_140,-25,0
3024_141,3,0
3024_142,-30,0
3024_144,-25,0
3024_148,-30,0
3024_150,-25,0
3024_159,3,0
3024_162,3,0
3024_164,-25,0
3024_168,-30,0
3024_173,1,0
3024_176,3,0
3024_179,-25,0
3024_180,-25,0
3024_181,-35,0
3024_187,-25,0
3024_191,-25,0
3024_198,-25,0
3024_199,-25,0
3025_3,3,0
3025_6,-25,0
3025_42,10,0
3025_66,-25,0
3025_71,30,0
3025_74,-25,0
3025_79,-25,0
3025_80,-30,0
3025_84,40,0
3025_86,10,0
3025_90,-25,0
3025_93,-25,0
3025_94,-35,0
3025_95,-25,0
3025_97,-25,0
3025_101,75,0
3025_121,-30,0
3025_133,75,0
3025_135,3,0
3025_153,75,0
3025_155,-25,0
3025_162,3,0
3025_163,30,0
3025_173,3,0
3025_177,-35,0
3025_191,75,0
3026_3,-25,0
3026_7,-30,0
3026_13,-30,0
3026_20,75,0
3026_23,-30,0
3026_38,-25,0
3026_39,-30,0
3026_46,-25,0
3026_54,3,0
3026_60,-35,0
3026_61,3,0
3026_69,-35,0
3026_84,-25,0
3026_90,75,0
3026_96,3,0
3026_109,40,0
3026_111,-35,0
3026_127,3,0
3026_131,-35,0
3026_138,-25,0
3026_145,-35,0
3026_149,75,0
3026_153,40,0
3026_154,-25,0
3026_156,30,0
3026_158,-30,0
3026_164,-25,0
3026_167,3,0
3026_170,-25,0
3026_171,3,0
3026_184,40,0
3027_7,-25,0
3027_16,-25,0
3027_32,-35,0
3027_33,-25,0
3027_37,-30,0
3027_45,3,0
3027_51,3,0
3027_58,3,0
3027_80,30,0
3027_86,-25,0
3027_88,-25,0
3027_93,3,0
3027_94,3,0
3027_97,-25,0
3027_98,3,0
3027_113,-25,0
3027_122,-25,0
3027_124,3,0
3027_138,3,0
3027_139,-25,0
3027_164,-25,0
3027_174,-25,0
3027_179,-25,0
3027_188,-25,0
3027_192,3,0
3027_194,3,0
3027_196,-25,0
3027_197,-25,0
3027_198,3,0
3028_9,-35,0
3028_12,-25,0
3028_20,-25,0
3028_22,3,0
3028_30,10,0
3028_37,30,0
3028_52,10,0
3028_70,-35,0
3028_97,3,0
3028_102,30,0
3028_110,40,0
3028_111,3,0
3028_141,40,0
3028_150,-25,0
3028_153,-35,0
3028_157,-25,0
3028_161,-25,0
3028_167,-30,0
3028_186,40,0
3028_193,3,0
3028_196,30,0
3029_2,-30,0
3029_3,-30,0
3029_9,-35,0
3029_11,-30,0
3029_13,-25,0
3029_14,-35,0
3029_15,-25,0
3029_16,75,0
3029_22,-30,0
3029_26,-25,0
3029_29,-35,0
3029_37,-25,0
3029_39,3,0
3029_41,-30,0
3029_43,-25,0
3029_45,-25,0
3029_46,-30,0
3029_47,40,0
3029_50,-35,0
3029_51,30,0
3029_53,75,0
3029_56,75,0
3029_57,-25,0
3029_58,-25,0
3029_62,3,0
3029_63,75,0
3029_67,-25,0
3029_69,75,0
3029_71,40,0
3029_76,-25,0
3029_79,-30,0
3029_82,40,0
3029_85,-25,0
3029_92,-25,0
3029_97,-25,0
3029_104,-35,0
3029_107,40,0
3029_108,-30,0
3029_111,75,0
3029_114,1,0
3029_116,3,0
3029_118,40,0
3029_124,-25,0
3029_130,-30,0
3029_131,-35,0
3029_135,-30,0
3029_136,-30,0
3029_138,30,0
3029_140,-30,0
3029_141,-35,0
3029_148,-35,0
3029_151,-35,0
3029_152,-25,0
3029_156,-25,0
3029_161,-25,0
3029_166,40,0
3029_167,-35,0
3029_168,-30,0
3029_169,-25,0
3029_171,10,0
3029_172,-35,0
3029_175,-25,0
3029_184,-25,0
3029_185,-30,0
3029_187,-25,0
3029_188,-35,0
3029_189,30,0
3029_191,-35,0
3029_192,-30,0
3029_194,40,0
3029_196,3,0
303_1,-25,0
303_3,30,0
303_5,-25,0
303_6,-25,0
303_13,3,0
303_17,-25,0
303_19,-30,0
303_21,3,0
303_23,3,0
303_28,-25,0
303_30,3,0
303_33,-35,0
303_34,-25,0
303_35,-25,0
303_36,1,0
303_41,75,0
303_42,1,0
303_44,-25,0
303_48,-25,0
303_51,-35,0
303_58,75,0
303_61,-35,0
303_62,3,0
303_63,-30,0
303_76,-35,0
303_77,75,0
303_81,-25,0
303_84,30,0
303_91,1,0
303_98,-25,0
303_103,-25,0
303_104,-25,0
303_106,3,0
303_107,-35,0
303_110,1,0
303_112,-35,0
303_113,-30,0
303_118,-25,0
303_119,-25,0
303_123,-25,0
303_126,-35,0
303_127,-35,0
303_129,30,0
303_137,-25,0
303_142,-25,0
303_147,-35,0
303_151,75,0
303_152,-25,0
303_153,-25,0
303_156,-35,0
303_164,-25,0
303_166,10,0
303_169,-35,0
303_173,-25,0
303_178,30,0
303_179,-25,0
303_182,3,0
303_191,-35,0
303_194,10,0
303_199,-35,0
3030_3,40,0
3030_13,-30,0
3030_15,10,0
3030_23,-25,0
3030_36,40,0
3030_38,-25,0
3030_45,-25,0
3030_57,-35,0
3030_88,-25,0
3030_97,-25,0
3030_117,-25,0
3030_133,3,0
3030_138,-35,0
3030_153,3,0
3030_155,-25,0
3030_156,3,0
3030_158,-30,0
3030_159,-25,0
3030_166,3,0
3030_167,-25,0
3030_177,3,0
3030_184,-25,0
3030_195,3,0
3030_200,-25,0
3031_15,-30,0
3031_27,-35,0
3031_43,1,0
3031_47,-30,0
3031_57,3,0
3031_69,-35,0
3031_156,-25,0
3031_158,30,0
3031_164,-35,0
3031_168,3,0
3031_176,3,0
3031_180,3,0
3031_195,3,0
3032_7,-25,0
3032_8,-25,0
3032_12,40,0
3032_18,40,0
3032_21,-25,0
3032_23,3,0
3032_24,3,0
3032_25,-25,0
3032_32,30,0
3032_37,3,0
3032_38,-25,0
3032_45,-25,0
3032_47,1,0
3032_49,-35,0
3032_54,-25,0
3032_55,-30,0
3032_59,3,0
3032_60,-25,0
3032_80,-25,0
3032_84,-25,0
3032_86,1,0
3032_93,75,0
3032_99,-35,0
3032_108,75,0
3032_111,40,0
3032_120,-25,0
3032_127,3,0
3032_129,-30,0
3032_143,-25,0
3032_144,-30,0
3032_146,-30,0
3032_148,30,0
3032_149,40,0
3032_154,-30,0
3032_156,1,0
3032_157,1,0
3032_158,1,0
3032_182,-30,0
3032_183,3,0
3032_185,3,0
3032_186,10,0
3032_193,-25,0
3032_195,3,0
3032_196,-30,0
3032_200,-25,0
3033_6,-35,0
3033_12,-35,0
3033_13,-25,0
3033_14,10,0
3033_21,-25,0
3033_29,-25,0
3033_31,-25,0
3033_36,-35,0
3033_39,30,0
3033_40,10,0
3033_43,-25,0
3033_46,1,0
3033_54,3,0
3033_56,-25,0
3033_59,-25,0
3033_62,40,0
3033_67,-25,0
3033_80,30,0
3033_82,-25,0
3033_87,10,0
3033_92,75,0
3033_96,-25,0
3033_97,-35,0
3033_104,-25,0
3033_105,-25,0
3033_111,75,0
3033_114,30,0
3033_117,-25,0
3033_119,-25,0
3033_122,40,0
3033_123,-30,0
3033_127,-25,0
3033_137,30,0
3033_140,75,0
3033_141,1,0
3033_144,30,0
3033_146,-35,0
3033_152,-25,0
3033_153,-35,0
3033_157,-25,0
3033_158,-25,0
3033_161,30,0
3033_162,75,0
3033_164,40,0
3033_165,3,0
3033_166,-25,0
3033_171,-25,0
3033_174,-25,0
3033_175,75,0
3033_177,30,0
3033_185,1,0
3033_186,-25,0
3033_190,-25,0
3033_192,30,0
3033_195,3,0
3033_197,30,0
3033_200,40,0
3034_1,-25,0
3034_3,-25,0
3034_10,-35,0
3034_12,-35,0
3034_19,-35,0
3034_21,40,0
3034_22,-25,0
3034_23,-25,0
3034_38,-25,0
3034_40,-35,0
3034_50,1,0
3034_54,-35,0
3034_62,40,0
3034_64,-30,0
3034_66,-25,0
3034_73,-30,0
3034_75,-35,0
3034_76,75,0
3034_83,30,0
3034_90,3,0
3034_94,30,0
3034_102,75,0
3034_108,40,0
3034_140,-35,0
3034_146,-25,0
3034_148,-30,0
3034_161,-30,0
3034_162,1,0
3034_165,-25,0
3034_170,30,0
3034_174,10,0
3034_179,30,0
3034_180,3,0
3034_185,3,0
3034_186,30,0
3034_187,-25,0
3034_192,-35,0
3035_1,-35,0
3035_3,75,0
3035_5,-25,0
3035_6,1,0
3035_14,1,0
3035_18,3,0
3035_20,1,0
3035_24,-25,0
3035_30,-25,0
3035_42,1,0
3035_48,-25,0
3035_51,1,0
3035_53,3,0
3035_56,30,0
3035_57,1,0
3035_58,10,0
3035_61,3,0
3035_62,3,0
3035_63,-25,0
3035_65,1,0
3035_68,3,0
3035_90,-35,0
3035_92,3,0
3035_94,-35,0
3035_96,-35,0
3035_105,40,0
3035_108,3,0
3035_110,-25,0
3035_129,3,0
3035_130,-30,0
3035_131,-25,0
3035_134,3,0
3035_140,-35,0
3035_145,40,0
3035_146,30,0
3035_150,1,0
3035_158,30,0
3035_161,30,0
3035_162,3,0
3035_163,3,0
3035_164,-30,0
3035_166,-35,0
3035_168,40,0
3035_172,-25,0
3035_173,3,0
3035_177,-25,0
3035_186,3,0
3035_191,75,0
3035_194,10,0
3035_196,-25,0
3035_198,40,0
3035_199,-25,0
3036_2,-25,0
3036_16,3,0
3036_32,-35,0
3036_37,-30,0
3036_45,30,0
3036_48,-25,0
3036_50,-35,0
3036_54,3,0
3036_73,1,0
3036_77,40,0
3036_78,3,0
3036_81,3,0
3036_83,-25,0
3036_89,-25,0
3036_90,-25,0
3036_94,-35,0
3036_97,-25,0
3036_99,3,0
3036_102,-25,0
3036_111,-30,0
3036_112,-30,0
3036_115,-25,0
3036_116,40,0
3036_134,-25,0
3036_140,-30,0
3036_145,-25,0
3036_150,3,0
3036_168,1,0
3036_169,30,0
3036_174,-25,0
3036_177,-35,0
3036_179,-25,0
3036_185,-35,0
3036_187,-25,0
3036_190,75,0
3036_197,-25,0
3037_21,-35,0
3037_61,3,0
3037_85,-25,0
3037_95,3,0
3037_97,3,0
3037_113,-35,0
3037_116,-35,0
3037_129,10,0
3037_139,30,0
3037_159,1,0
3037_165,-25,0
3037_186,40,0
3037_188,3,0
3037_192,-25,0
3037_199,3,0
3038_1,-25,0
3038_7,-25,0
3038_16,-25,0
3038_18,-30,0
3038_20,-25,0
3038_35,3,0
3038_47,-25,0
3038_48,3,0
3038_49,40,0
3038_51,-25,0
3038_57,-25,0
3038_63,-30,0
3038_65,1,0
3038_69,-25,0
3038_75,40,0
3038_77,-25,0
3038_85,-35,0
3038_88,-30,0
3038_95,-25,0
3038_99,1,0
3038_100,-25,0
3038_111,40,0
3038_114,-30,0
3038_115,-25,0
3038_117,1,0
3038_125,3,0
3038_126,75,0
3038_127,10,0
3038_130,-35,0
3038_131,-30,0
3038_132,-25,0
3038_133,3,0
3038_134,-35,0
3038_140,40,0
3038_143,-30,0
3038_144,1,0
3038_145,-35,0
3038_148,-25,0
3038_152,-30,0
3038_166,3,0
3038_169,-25,0
3038_174,3,0
3038_175,-30,0
3038_181,-25,0
3038_182,75,0
3038_192,-30,0
3038_200,3,0
3039_7,-25,0
3039_13,-25,0
3039_17,-25,0
3039_23,3,0
3039_24,3,0
3039_28,-25,0
3039_30,3,0
3039_33,10,0
3039_36,3,0
3039_37,-25,0
3039_38,1,0
3039_39,-25,0
3039_42,-35,0
3039_43,75,0
3039_52,40,0
3039_57,-25,0
3039_63,3,0
3039_65,40,0
3039_72,-25,0
3039_76,30,0
3039_78,10,0
3039_87,3,0
3039_88,75,0
3039_103,-25,0
3039_115,-30,0
3039_116,-35,0
3039_120,30,0
3039_123,-25,0
3039_126,3,0
3039_127,-25,0
3039_134,3,0
3039_141,3,0
3039_143,-25,0
3039_146,-35,0
3039_149,-25,0
3039_154,-25,0
3039_155,-25,0
3039_156,-25,0
3039_166,-25,0
3039_172,3,0
3039_173,-25,0
3039_177,-35,0
3039_184,75,0
3039_198,-25,0
304_3,-35,0
304_24,1,0
304_33,75,0
304_35,3,0
304_38,30,0
304_40,1,0
304_50,1,0
304_60,40,0
304_66,-45,0
304_69,3,0
304_71,-25,0
304_82,3,0
304_92,3,0
304_93,-25,0
304_96,-25,0
304_115,-35,0
304_122,75,0
304_137,-45,0
304_140,3,0
304_149,75,0
304_150,-25,0
304_162,-25,0
304_166,3,0
304_178,30,0
304_186,-25,0
304_191,75,0
304_194,-25,0
304_195,-35,0
3040_4,-25,0
3040_8,-25,0
3040_37,-25,0
3040_38,-25,0
3040_64,-30,0
3040_74,-25,0
3040_82,75,0
3040_84,-25,0
3040_97,-35,0
3040_98,-25,0
3040_102,-25,0
3040_127,-25,0
3040_158,3,0
3040_173,-30,0
3040_178,-25,0
3040_189,-35,0
3041_17,-45,0
3041_21,1,0
3041_26,-25,0
3041_39,-35,0
3041_40,-25,0
3041_63,3,0
3041_67,-35,0
3041_76,-35,0
3041_78,3,0
3041_83,-35,0
3041_84,-35,0
3041_90,-35,0
3041_92,3,0
3041_93,-35,0
3041_109,-25,0
3041_122,-35,0
3041_128,-35,0
3041_136,1,0
3041_159,30,0
3041_162,1,0
3041_168,-35,0
3041_176,-35,0
3041_181,1,0
3041_188,-35,0
3041_197,-35,0
3042_2,3,0
3042_7,-25,0
3042_9,75,0
3042_12,-25,0
3042_13,-25,0
3042_19,-25,0
3042_22,-35,0
3042_25,-25,0
3042_37,-35,0
3042_40,3,0
3042_50,-35,0
3042_51,3,0
3042_55,-25,0
3042_59,-25,0
3042_64,30,0
3042_66,1,0
3042_67,-30,0
3042_70,-35,0
3042_74,-35,0
3042_78,30,0
3042_79,-35,0
3042_83,30,0
3042_85,-35,0
3042_89,3,0
3042_91,-35,0
3042_94,-30,0
3042_97,-30,0
3042_101,30,0
3042_106,-35,0
3042_110,-30,0
3042_115,-25,0
3042_119,40,0
3042_124,-25,0
3042_129,-25,0
3042_131,3,0
3042_132,30,0
3042_134,-25,0
3042_143,3,0
3042_155,-25,0
3042_158,3,0
3042_164,3,0
3042_171,3,0
3042_175,30,0
3042_179,3,0
3042_180,-35,0
3042_182,-25,0
3042_184,-30,0
3042_185,30,0
3042_190,-35,0
3042_199,40,0
3043_1,-25,0
3043_2,-35,0
3043_16,3,0
3043_22,1,0
3043_26,1,0
3043_29,-35,0
3043_42,3,0
3043_53,40,0
3043_54,30,0
3043_56,-25,0
3043_60,1,0
3043_81,3,0
3043_87,3,0
3043_91,75,0
3043_98,-35,0
3043_111,30,0
3043_117,3,0
3043_127,-30,0
3043_138,3,0
3043_139,3,0
3043_140,-30,0
3043_143,3,0
3043_155,-30,0
3043_157,40,0
3043_159,-30,0
3043_172,40,0
3043_174,-30,0
3043_180,-35,0
3043_185,-25,0
3043_199,1,0
3044_2,-25,0
3044_4,-25,0
3044_7,-35,0
3044_14,-25,0
3044_17,10,0
3044_28,-25,0
3044_36,-25,0
3044_38,-35,0
3044_52,-25,0
3044_58,3,0
3044_66,-25,0
3044_67,75,0
3044_69,-25,0
3044_77,40,0
3044_78,3,0
3044_79,-35,0
3044_80,75,0
3044_86,-25,0
3044_95,3,0
3044_97,-25,0
3044_98,-25,0
3044_106,-25,0
3044_111,1,0
3044_124,3,0
3044_125,40,0
3044_127,-25,0
3044_132,-25,0
3044_135,3,0
3044_136,3,0
3044_138,-25,0
3044_142,-25,0
3044_144,3,0
3044_146,3,0
3044_147,3,0
3044_157,-25,0
3044_162,75,0
3044_169,-25,0
3044_174,-30,0
3044_181,-35,0
3044_183,-25,0
3044_187,75,0
3044_189,3,0
3044_193,-25,0
3045_32,-25,0
3045_46,3,0
3045_61,1,0
